order_id,customer_id,product_id,order_date,quantity,unit_price,sales_amount,discount_pct,order_status,currency,region,load_timestamp
SO000002636,CUST0005667,MAT000730,2023-10-01,17.0,252.64,4294.88,10,Completed,INR,USA,2026-08-11 21:25:20
SO000002637,CUST0005616,MAT001085,2023-11-26,7.0,518.16,3627.12,0,Completed,JPY,Singapore,2026-08-11 20:25:20
SO000002638,CUST0000313,MAT000312,2024-12-16,5.0,686.61,3433.05,0,Completed,USD,Brazil,2026-08-11 18:25:20
SO000002639,CUST0005663,MAT001059,2026-07-01,1.0,575.64,575.64,0,Completed,USD,Mexico,2026-08-12 01:25:20
SO000002640,CUST0000372,MAT001111,2025-09-06,18.0,724.85,13047.3,0,Pending,USD,India,2026-08-12 03:25:20
SO000002641,CUST0005382,MAT000001,2026-04-16,19.0,620.65,11792.35,5,Pending,USD,UAE,2026-08-11 22:25:20
SO000002642,CUST0000303,MAT000892,2023-05-25,13.0,250.63,3258.19,0,Completed,EUR,Canada,2026-08-12 04:25:20
SO000002643,CUST0007585,MAT001081,2025-12-29,22.0,141.99,3123.78,15,Pending,GBP,Australia,2026-08-11 20:25:20
SO000002644,CUST0005135,MAT000177,2025-06-08,21.0,570.62,11983.02,0,Completed,INR,Brazil,2026-08-12 02:25:20
SO000002645,CUST0003904,MAT000550,2023-10-14,6.0,684.98,4109.88,0,Pending,AED,South Africa,2026-08-12 02:25:20
SO000002646,CUST0007575,MAT000589,2024-09-15,10.0,132.38,1323.8,5,Completed,USD,Mexico,2026-08-11 18:25:20
SO000002647,CUST0007850,MAT000650,2024-09-10,20.0,161.46,3229.2,15,Completed,GBP,Singapore,2026-08-12 16:25:20
SO000002648,CUST0005575,MAT000171,2025-06-22,25.0,15.8,395.0,0,Completed,INR,Australia,2026-08-11 20:25:20
SO000002649,CUST0002535,MAT000146,2025-01-14,7.0,480.92,3366.44,5,Returned,USD,Singapore,2026-08-12 16:25:20
SO000002650,CUST0005632,MAT001110,2024-03-23,3.0,490.35,1471.05,20,Completed,USD,Australia,2026-08-12 02:25:20
SO000002651,CUST0000900,MAT000773,2025-08-27,2.0,452.57,905.14,0,Pending,USD,UAE,2026-08-12 06:25:20
SO000002652,CUST0006842,MAT000223,2023-01-23,2.0,287.83,575.66,5,Completed,USD,India,2026-08-12 02:25:20
SO000002653,CUST0005590,MAT000721,2023-05-25,14.0,387.89,5430.46,0,Returned,INR,USA,2026-08-11 22:25:20
SO000002654,CUST0006873,MAT000871,2024-08-12,2.0,690.78,1381.56,0,Completed,GBP,Mexico,2026-08-11 20:25:20
SO000002655,CUST0002359,MAT000603,2024-12-11,4.0,167.71,670.84,15,Pending,USD,UK,2026-08-12 03:25:20
SO000002656,CUST0006402,MAT000287,2026-06-27,9.0,185.39,1668.51,20,Completed,USD,Japan,2026-08-12 16:25:20
SO000002657,CUST0000903,MAT000866,2025-06-04,25.0,601.95,15048.75,0,Pending,EUR,UK,2026-08-11 21:25:20
SO000002658,CUST0002211,MAT001075,2024-05-19,5.0,780.88,3904.4,0,Shipped,USD,France,2026-08-11 20:25:20
SO000002659,CUST0004518,MAT000750,2026-06-27,4.0,309.65,1238.6,20,Returned,USD,South Africa,2026-08-12 03:25:20
SO000002660,CUST0002882,MAT001190,2026-03-30,25.0,839.81,20995.25,0,Completed,USD,Japan,2026-08-12 13:25:20
SO000002661,CUST0006385,MAT000425,2026-01-27,18.0,56.62,1019.16,0,Completed,USD,Brazil,2026-08-12 10:25:20
SO000002662,CUST0003140,MAT000900,2024-12-06,14.0,111.07,1554.98,10,Pending,EUR,Saudi Arabia,2026-08-12 14:25:20
SO000002663,CUST0006148,MAT000373,2024-09-26,21.0,416.66,8749.86,20,Completed,USD,China,2026-08-12 14:25:20
SO000002664,CUST0002702,MAT000961,2026-03-14,15.0,652.52,9787.8,0,Pending,USD,Canada,2026-08-12 08:25:20
SO000002665,CUST0006110,MAT000571,2025-05-06,7.0,336.9,2358.3,5,Completed,USD,UK,2026-08-12 15:25:20
SO000002666,CUST0001779,MAT000889,2023-01-26,14.0,501.5,7021.0,0,Completed,AED,Brazil,2026-08-12 10:25:20
SO000002667,CUST0007660,MAT000546,2025-08-10,21.0,30.57,641.97,0,Shipped,USD,UAE,2026-08-12 08:25:20
SO000002668,CUST0005464,MAT000997,2025-03-09,20.0,418.34,8366.8,10,Completed,GBP,China,2026-08-12 08:25:20
SO000002669,CUST0000552,MAT000215,2026-07-02,10.0,222.11,2221.1,10,Completed,USD,Germany,2026-08-11 20:25:20
SO000002670,CUST0001823,MAT000815,2024-03-05,20.0,467.15,9343.0,10,Pending,USD,USA,2026-08-12 16:25:20
SO000002671,CUST0002556,MAT000557,2025-10-05,4.0,475.62,1902.48,0,Cancelled,GBP,Brazil,2026-08-11 21:25:20
SO000002672,CUST0003756,MAT001016,2023-06-04,19.0,679.08,12902.52,0,Cancelled,USD,Brazil,2026-08-12 07:25:20
SO000002673,CUST0005705,MAT000805,2023-06-10,9.0,488.16,4393.44,0,Pending,INR,China,2026-08-12 04:25:20
SO000002674,CUST0006700,MAT000633,2023-06-22,17.0,554.77,9431.09,0,Completed,INR,South Africa,2026-08-12 06:25:20
SO000002675,CUST0002065,MAT000060,2024-10-28,8.0,479.03,3832.24,0,Completed,EUR,Singapore,2026-08-12 13:25:20
SO000002676,CUST0001105,MAT000948,2025-04-10,19.0,891.39,16936.41,15,Completed,EUR,USA,2026-08-12 08:25:20
SO000002677,CUST0006435,MAT000932,2024-01-05,4.0,713.5,2854.0,10,Completed,USD,South Africa,2026-08-11 21:25:20
SO000002678,CUST0001813,MAT000266,2025-06-10,,681.3,2043.9,20,Completed,USD,Saudi Arabia,2026-08-12 10:25:20
SO000002679,CUST0004692,MAT001157,2024-03-30,21.0,566.4,11894.4,15,Completed,USD,UK,2026-08-12 13:25:20
SO000002680,CUST0003662,MAT000205,2025-11-25,1.0,477.89,477.89,0,Completed,USD,China,2026-08-12 17:25:20
SO000002681,CUST0000456,MAT000852,2026-02-18,17.0,313.56,5330.52,5,Returned,AED,USA,2026-08-11 22:25:20
SO000002682,CUST0001152,MAT001153,2025-05-04,21.0,706.65,14839.65,0,Completed,USD,India,2026-08-11 22:25:20
SO000002683,CUST0002018,MAT000477,2025-03-11,9.0,174.7,1572.3,0,Shipped,USD,UK,2026-08-11 18:25:20
SO000002684,CUST0004454,MAT000330,2025-06-26,3.0,37.71,113.13,15,Completed,GBP,Japan,2026-08-12 13:25:20
SO000002685,CUST0007583,MAT000841,2024-05-16,4.0,629.86,2519.44,0,Shipped,USD,Japan,2026-08-12 04:25:20
SO000002686,CUST0007437,MAT000354,2025-02-04,10.0,134.64,1346.4,0,Completed,GBP,France,2026-08-12 01:25:20
SO000002687,CUST0007639,MAT001086,2023-05-31,14.0,813.92,11394.88,20,Completed,INR,France,2026-08-12 12:25:20
SO000002688,CUST0001338,MAT001063,2023-07-07,5.0,694.76,3473.8,5,Completed,USD,China,2026-08-11 18:25:20
SO000002689,CUST0003800,MAT000607,2023-12-11,22.0,544.01,11968.22,5,Completed,JPY,Saudi Arabia,2026-08-12 10:25:20
SO000002690,CUST0001551,MAT000980,2026-01-20,22.0,285.96,6291.12,10,Completed,USD,China,2026-08-12 07:25:20
SO000002691,CUST0004106,MAT000166,2024-07-12,0.0,575.96,575.96,15,Completed,AED,Mexico,2026-08-12 08:25:20
SO000002692,CUST0004474,MAT000017,2026-03-16,21.0,431.79,9067.59,0,Completed,USD,France,2026-08-12 04:25:20
SO000002693,CUST0000389,MAT000766,2026-06-05,21.0,265.58,5577.18,0,Completed,EUR,South Africa,2026-08-12 04:25:20
SO000002694,CUST0002772,MAT000392,2024-07-07,2.0,850.85,1701.7,5,Completed,EUR,Germany,2026-08-12 13:25:20
SO000002695,CUST0004404,MAT000607,2024-12-07,13.0,149.89,1948.57,20,Completed,EUR,Germany,2026-08-12 14:25:20
SO000002696,CUST0001136,MAT001075,2023-05-14,21.0,679.28,14264.88,5,Completed,JPY,USA,2026-08-12 01:25:20
SO000002697,CUST0001531,MAT000293,2026-01-22,4.0,721.03,2884.12,10,Completed,USD,France,2026-08-12 00:25:20
SO000002698,CUST0005721,MAT000984,2026-09-15,12.0,856.86,10282.32,15,Completed,GBP,Germany,2026-08-12 12:25:20
SO000002699,CUST0003146,MAT000907,2026-01-16,8.0,496.73,3973.84,0,Completed,AED,UAE,2026-08-12 10:25:20
SO000002700,CUST0004761,MAT000067,2026-01-19,14.0,483.71,6771.94,5,Completed,USD,Germany,2026-08-12 02:25:20
SO000002701,CUST0005536,MAT000289,2024-04-20,23.0,828.66,19059.18,15,Completed,GBP,Canada,2026-08-11 23:25:20
SO000002702,CUST0003338,MAT001024,2025-03-24,22.0,721.98,15883.56,0,Completed,EUR,Mexico,2026-08-11 15:25:20
SO000002703,CUST0002043,MAT000499,2024-12-30,,688.45,8949.85,5,Completed,USD,South Africa,2026-08-11 14:25:20
SO000002704,CUST0006268,MAT000341,2026-09-26,6.0,711.28,4267.68,0,Completed,JPY,South Africa,2026-08-11 21:25:20
SO000002705,CUST0007247,MAT001189,2025-08-24,16.0,446.4,7142.4,5,Completed,USD,Singapore,2026-08-12 09:25:20
SO000002706,CUST0001478,MAT001186,2025-11-01,11.0,42.07,462.77,0,Completed,USD,Australia,2026-08-12 14:25:20
SO000002707,CUST0001739,MAT000886,2026-08-23,3.0,182.45,547.35,15,Completed,EUR,Singapore,2026-08-12 05:25:20
SO000002708,CUST0006426,MAT000474,2025-03-03,22.0,580.48,12770.56,0,Completed,USD,South Africa,2026-08-11 13:25:20
SO000002709,CUST0002822,MAT000613,2025-02-08,3.0,359.57,1078.71,0,Completed,GBP,Singapore,2026-08-11 15:25:20
SO000002710,CUST0007058,MAT000187,2023-12-26,21.0,548.06,11509.26,0,Completed,EUR,India,2026-08-11 21:25:20
SO000002711,CUST0003658,MAT000388,2023-08-01,22.0,498.75,10972.5,10,Completed,USD,Australia,2026-08-11 22:25:20
SO000002712,CUST0004727,MAT000525,2026-03-21,5.0,397.6,1988.0,15,Completed,GBP,UAE,2026-08-11 21:25:20
SO000002713,CUST0000849,MAT000242,2025-12-24,11.0,215.08,2365.88,15,Cancelled,USD,Singapore,2026-08-12 13:25:20
SO000002714,CUST0000052,MAT000371,2024-03-11,3.0,648.47,1945.41,0,Completed,EUR,Canada,2026-08-11 21:25:20
SO000002715,CUST0005751,MAT001119,2023-01-27,19.0,818.6,15553.4,5,Completed,USD,Brazil,2026-08-12 14:25:20
SO000002716,CUST0000506,MAT000230,2026-01-30,24.0,694.12,16658.88,20,Pending,GBP,UAE,2026-08-11 19:25:20
SO000002717,CUST0005898,MAT000972,2024-04-04,1.0,112.43,112.43,20,Completed,USD,UAE,2026-08-12 03:25:20
SO000002718,CUST0001195,MAT000989,2024-01-22,17.0,486.47,8269.99,0,Completed,EUR,Japan,2026-08-12 09:25:20
SO000002719,CUST0006972,MAT000741,2026-09-06,7.0,752.65,5268.55,0,Shipped,AED,France,2026-08-11 19:25:20
SO000002720,CUST0000057,MAT000737,2024-04-08,14.0,533.93,7475.02,0,Completed,USD,Canada,2026-08-11 18:25:20
SO000002721,CUST0002629,MAT000535,2026-07-05,1.0,398.41,398.41,20,Completed,JPY,UAE,2026-08-11 21:25:20
SO000002722,CUST0001292,MAT000198,2025-07-11,23.0,259.67,5972.41,5,Completed,AED,India,2026-08-12 14:25:20
SO000002723,CUST0007608,MAT000306,2026-03-30,6.0,300.7,1804.2,0,Shipped,USD,Saudi Arabia,2026-08-12 05:25:20
SO000002724,CUST0003938,MAT000220,2026-01-09,10.0,221.73,2217.3,0,Completed,EUR,Germany,2026-08-12 14:25:20
SO000002725,CUST0003708,MAT000610,2024-05-13,0.0,180.18,180.18,15,Completed,GBP,Australia,2026-08-11 21:25:20
SO000002726,CUST0005774,MAT000787,2025-07-02,21.0,532.03,11172.63,0,Completed,INR,Canada,2026-08-11 22:25:20
SO000002727,CUST0004253,MAT000615,2025-08-08,22.0,460.9,10139.8,20,Completed,INR,Brazil,2026-08-11 23:25:20
SO000002728,CUST0006738,MAT000749,2024-01-27,12.0,662.68,7952.16,10,Completed,USD,Canada,2026-08-12 14:25:20
SO000002729,CUST0002242,MAT000110,2026-01-31,9.0,280.6,2525.4,15,Completed,USD,UK,2026-08-11 14:25:20
SO000002730,CUST0000238,MAT000711,2025-02-20,0.0,417.44,2504.64,0,Shipped,GBP,Canada,2026-08-12 01:25:20
SO000002731,CUST0000486,MAT000385,2026-07-29,17.0,613.93,10436.81,10,Pending,AED,Singapore,2026-08-12 09:25:20
SO000002732,CUST0005176,MAT000491,2025-07-23,4.0,867.09,3468.36,0,Cancelled,GBP,UAE,2026-08-11 22:25:20
SO000002733,CUST0004285,MAT000384,2025-02-16,2.0,317.24,634.48,10,Completed,USD,USA,2026-08-11 19:25:20
SO000002734,CUST0003727,MAT000646,2023-04-23,15.0,271.9,4078.5,15,Shipped,USD,Saudi Arabia,2026-08-11 15:25:20
SO000002735,CUST0007787,MAT000297,2023-11-26,3.0,407.11,1221.33,5,Completed,USD,China,2026-08-12 04:25:20
SO000002736,CUST0006781,MAT000624,2025-10-22,3.0,652.87,1958.61,10,Completed,USD,Mexico,2026-08-11 22:25:20
SO000002737,CUST0000550,MAT000817,2024-02-20,23.0,865.59,19908.57,15,Returned,AED,India,2026-08-12 02:25:20
SO000002738,CUST0007821,MAT000557,2023-09-14,14.0,485.2,6792.8,0,Cancelled,USD,Japan,2026-08-11 15:25:20
SO000002739,CUST0004804,MAT000194,2024-05-02,11.0,732.13,8053.43,0,Pending,INR,Mexico,2026-08-12 05:25:20
SO000002740,CUST0002981,MAT000937,2023-11-29,15.0,420.64,6309.6,0,Completed,AED,Canada,2026-08-11 21:25:20
SO000002741,CUST0005938,MAT001033,2024-06-07,22.0,40.67,894.74,0,Shipped,AED,India,2026-08-12 13:25:20
SO000002742,CUST0006614,MAT000486,2025-11-09,2.0,805.32,1610.64,0,Completed,GBP,USA,2026-08-11 17:25:20
SO000002743,CUST0006968,MAT000593,2025-04-13,3.0,264.44,793.32,10,Completed,EUR,Canada,2026-08-11 14:25:20
SO000002744,CUST0006084,MAT000834,2024-07-24,3.0,129.11,387.33,10,Completed,INR,USA,2026-08-12 10:25:20
SO000002745,CUST0007242,MAT001180,2026-03-31,3.0,896.56,2689.68,0,Completed,INR,India,2026-08-11 14:25:20
SO000002746,CUST0001640,MAT000298,2023-10-29,17.0,315.92,5370.64,0,Pending,EUR,Brazil,2026-08-12 04:25:20
SO000002747,CUST0004923,MAT001046,2023-01-10,3.0,127.2,381.6,0,Shipped,USD,Mexico,2026-08-11 16:25:20
SO000002748,CUST0000347,MAT001157,2025-06-07,16.0,283.83,4541.28,0,Completed,INR,India,2026-08-12 03:25:20
SO000002749,CUST0002826,MAT000139,2026-07-01,14.0,464.88,6508.32,0,Completed,AED,China,2026-08-12 18:25:20
SO000002750,CUST0001986,MAT000355,2025-09-12,10.0,83.72,837.2,10,Cancelled,USD,Germany,2026-08-11 12:25:20
SO000002751,CUST0004461,MAT000486,2026-06-17,15.0,320.6,4809.0,15,Completed,USD,South Africa,2026-08-12 11:25:20
SO000002752,CUST0000114,MAT001128,2026-07-04,7.0,603.63,4225.41,0,Pending,GBP,Singapore,2026-08-12 17:25:20
SO000002753,CUST0007414,MAT000211,2024-08-23,14.0,824.76,11546.64,20,Pending,INR,UAE,2026-08-12 16:25:20
SO000002754,CUST0000679,MAT001106,2026-02-22,17.0,360.71,6132.07,10,Pending,USD,China,2026-08-12 17:25:20
SO000002755,CUST0001973,MAT000327,2023-12-14,10.0,510.28,5102.8,15,Completed,USD,India,2026-08-12 17:25:20
SO000002756,CUST0002505,MAT000400,2025-07-08,9.0,574.28,5168.52,0,Completed,EUR,India,2026-08-11 18:25:20
SO000002757,CUST0007545,MAT000507,2026-03-12,10.0,68.32,683.2,0,Completed,EUR,UK,2026-08-12 03:25:20
SO000002758,CUST0002717,MAT001039,2024-07-15,23.0,311.29,7159.67,10,Cancelled,USD,UAE,2026-08-12 00:25:20
SO000002759,CUST0002485,MAT000926,2026-05-21,6.0,617.41,3704.46,20,Completed,EUR,Saudi Arabia,2026-08-12 17:25:20
SO000002760,CUST0000681,MAT000309,2024-06-06,21.0,663.42,13931.82,5,Completed,EUR,China,2026-08-11 16:25:20
SO000002761,CUST0005046,MAT000785,2024-02-25,8.0,323.58,2588.64,5,Completed,INR,Mexico,2026-07-27 16:25:32
SO000002762,CUST0004921,MAT000412,2024-10-15,4.0,11.03,44.12,20,Completed,JPY,China,2026-08-11 13:25:20
SO000002763,CUST0000908,MAT000853,2024-10-03,2.0,11.14,22.28,10,Pending,USD,USA,2026-08-12 12:25:20
SO000002764,CUST0006573,MAT000900,2025-03-20,3.0,486.62,1459.86,0,Completed,USD,Japan,2026-08-11 12:25:20
SO000002765,CUST0000843,MAT000877,2026-04-03,9.0,498.58,4487.22,0,Completed,GBP,Japan,2026-08-12 10:25:20
SO000002766,CUST0002578,MAT000704,2024-09-01,6.0,502.37,3014.22,15,Completed,EUR,UK,2026-08-12 10:25:20
SO000002767,CUST0002230,MAT000897,2024-12-09,25.0,650.97,16274.25,0,Shipped,AED,Japan,2026-08-12 04:25:20
SO000002768,CUST0005162,MAT001194,2023-09-30,22.0,829.54,18249.88,0,Completed,INR,Japan,2026-08-12 14:25:20
SO000002769,CUST0007345,MAT000344,2024-02-12,16.0,891.2,14259.2,10,Returned,GBP,UAE,2026-08-11 21:25:20
SO000002770,CUST0004692,MAT000781,2025-12-29,14.0,632.45,8854.3,15,Completed,USD,USA,2026-08-12 15:25:20
SO000002771,CUST0007007,MAT000176,2025-04-03,12.0,465.03,5580.36,0,Completed,INR,UAE,2026-08-12 15:25:20
SO000002772,CUST0000669,MAT000710,2023-03-01,8.0,131.19,1049.52,0,Completed,EUR,Saudi Arabia,2026-08-11 15:25:20
SO000002773,CUST0004456,MAT000115,2023-04-15,14.0,348.84,4883.76,5,Shipped,USD,Singapore,2026-08-11 21:25:20
SO000002774,CUST0006240,MAT000991,2025-09-10,22.0,517.35,11381.7,20,Completed,USD,India,2026-08-12 18:25:20
SO000002775,CUST0000329,MAT001101,2024-07-13,24.0,899.83,21595.92,15,Pending,USD,South Africa,2026-08-12 18:25:20
SO000002776,CUST0007409,MAT000871,2024-05-18,0.0,118.65,2847.6,10,Completed,USD,Japan,2026-08-12 14:25:20
SO000002777,CUST0006378,MAT000500,2025-05-14,19.0,714.8,13581.2,15,Cancelled,USD,Australia,2026-08-11 23:25:20
SO000002778,CUST0005943,MAT001023,2025-12-15,15.0,899.05,13485.75,0,Pending,USD,Canada,2026-08-11 17:25:20
SO000002779,CUST0003141,MAT000406,2026-09-15,23.0,725.74,16692.02,15,Shipped,INR,India,2026-08-12 08:25:20
SO000002780,CUST0000749,MAT000859,2026-01-18,2.0,691.59,1383.18,0,Completed,USD,Canada,2026-08-12 08:25:20
SO000002781,CUST0001631,MAT000677,2025-08-24,22.0,236.52,5203.44,0,Completed,USD,Japan,2026-08-12 04:25:20
SO000002782,CUST0007180,MAT000165,2025-09-19,2.0,8.01,16.02,0,Completed,EUR,UAE,2026-08-11 12:25:20
SO000002783,CUST0002684,MAT000748,2023-01-30,21.0,207.26,4352.46,0,Shipped,USD,Japan,2026-08-12 00:25:20
SO000002784,CUST0000097,MAT000117,2024-10-27,6.0,711.87,4271.22,10,Completed,USD,Germany,2026-08-12 14:25:20
SO000002785,CUST0002911,MAT000709,2024-06-26,0.0,101.02,707.14,15,Completed,EUR,Australia,2026-08-11 18:25:20
SO000002786,CUST0001726,MAT000357,2023-06-21,6.0,270.03,1620.18,15,Completed,GBP,UK,2026-08-12 08:25:20
SO000002787,CUST0004222,MAT000416,2024-05-19,23.0,508.44,11694.12,0,Completed,EUR,Germany,2026-08-12 14:25:20
SO000002788,CUST0001145,MAT001007,2025-05-15,24.0,523.93,12574.32,10,Completed,USD,Australia,2026-08-11 21:25:20
SO000002789,CUST0005720,MAT000991,2024-06-23,10.0,490.97,4909.7,5,Cancelled,AED,USA,2026-08-11 23:25:20
SO000002790,CUST0005185,MAT001052,2023-07-28,4.0,882.89,3531.56,20,Completed,GBP,South Africa,2026-08-11 22:25:20
SO000002791,CUST0005908,MAT001140,2026-09-13,24.0,16.0,384.0,20,Completed,USD,India,2026-08-12 03:25:20
SO000002792,CUST0004323,MAT000625,2024-11-26,7.0,441.4,3089.8,0,Completed,EUR,Mexico,2026-08-12 11:25:20
SO000002793,CUST0002873,MAT000943,2025-11-15,10.0,456.46,4564.6,0,Completed,GBP,Australia,2026-08-12 16:25:20
SO000002794,CUST0004157,MAT000094,2024-02-12,7.0,267.52,1872.64,15,Returned,AED,Germany,2026-08-12 06:25:20
SO000002795,CUST0001742,MAT000985,2024-10-30,1.0,474.94,474.94,5,Completed,USD,Germany,2026-08-11 12:25:20
SO000002796,CUST0005911,MAT000767,2023-07-19,4.0,607.59,2430.36,5,Completed,JPY,Australia,2026-08-11 18:25:20
SO000002797,CUST0003921,MAT001140,2024-08-12,12.0,607.12,7285.44,15,Cancelled,EUR,Germany,2026-08-12 05:25:20
SO000002798,CUST0006655,MAT000345,2024-12-20,8.0,83.63,669.04,0,Completed,EUR,UK,2026-08-11 17:25:20
SO000002799,CUST0003547,MAT000008,2023-12-12,15.0,723.2,10848.0,20,Completed,INR,India,2026-08-11 14:25:20
SO000002800,CUST0005055,MAT000268,2025-07-11,5.0,837.99,4189.95,15,Completed,USD,UK,2026-08-11 23:25:20
SO000002801,CUST0002478,MAT000029,2023-02-03,19.0,115.63,2196.97,15,Completed,USD,South Africa,2026-08-12 16:25:20
SO000002802,CUST0000031,MAT000382,2026-03-10,8.0,377.89,3023.12,10,Completed,GBP,USA,2026-08-12 00:25:20
SO000002803,CUST0006377,MAT001179,2025-04-25,12.0,463.02,5556.24,5,Completed,AED,Brazil,2026-08-11 13:25:20
SO000002804,CUST0002936,MAT000778,2024-07-16,24.0,125.67,3016.08,0,Completed,EUR,Japan,2026-08-11 21:25:20
SO000002805,CUST0000750,MAT000905,2023-05-12,7.0,455.53,3188.71,0,Completed,INR,UK,2026-08-11 17:25:20
SO000002806,CUST0004595,MAT000598,2024-09-02,6.0,190.14,1140.84,15,Completed,USD,France,2026-08-11 19:25:20
SO000002807,CUST0001671,MAT000446,2023-09-19,3.0,842.15,2526.45,20,Completed,AED,Saudi Arabia,2026-08-12 17:25:20
SO000002808,CUST0007242,MAT000126,2023-04-14,10.0,406.38,4063.8,15,Cancelled,EUR,India,2026-08-12 18:25:20
SO000002809,CUST0001556,MAT000060,2023-09-22,20.0,895.44,17908.8,0,Shipped,EUR,Singapore,2026-08-12 02:25:20
SO000002810,CUST0004018,MAT000375,2023-02-24,6.0,46.63,279.78,0,Shipped,USD,USA,2026-08-12 18:25:20
SO000002811,CUST0006869,MAT000353,2024-10-28,12.0,119.18,1430.16,5,Completed,USD,India,2026-08-12 18:25:20
SO000002812,CUST0003565,MAT000332,2024-04-01,21.0,401.67,8435.07,20,Completed,USD,China,2026-08-12 09:25:20
SO000002813,CUST0002472,MAT000474,2025-10-07,8.0,787.55,6300.4,0,Completed,JPY,Brazil,2026-08-12 05:25:20
SO000002814,CUST0001083,MAT001000,2025-04-27,8.0,501.93,4015.44,0,Completed,EUR,China,2026-08-12 06:25:20
SO000002815,CUST0006263,MAT000470,2026-07-23,6.0,660.45,3962.7,0,Completed,EUR,Brazil,2026-08-12 04:25:20
SO000002816,CUST0007406,MAT000791,2025-09-21,25.0,384.09,9602.25,0,Completed,USD,Brazil,2026-08-12 15:25:20
SO000002817,CUST0002247,MAT000300,2023-01-17,8.0,41.26,330.08,5,Completed,USD,France,2026-08-12 16:25:20
SO000002818,CUST0006515,MAT000634,2024-05-23,,584.79,1754.37,20,Completed,USD,Brazil,2026-08-12 02:25:20
SO000002819,CUST0004596,MAT000966,2026-02-22,10.0,572.43,5724.3,0,Returned,USD,Mexico,2026-08-11 18:25:20
SO000002820,CUST0001656,MAT000947,2023-07-31,17.0,68.93,1171.81,10,Completed,JPY,UK,2026-08-12 01:25:20
SO000002821,CUST0007260,MAT000578,2023-01-25,18.0,157.94,2842.92,15,Completed,GBP,Singapore,2026-08-11 14:25:20
SO000002822,CUST0004149,MAT000752,2025-04-22,22.0,431.16,9485.52,0,Completed,USD,Japan,2026-08-11 18:25:20
SO000002823,CUST0002750,MAT000305,2023-05-22,5.0,404.74,2023.7,20,Completed,AED,Australia,2026-08-12 16:25:20
SO000002824,CUST0003311,MAT000547,2026-02-09,23.0,678.41,15603.43,0,Shipped,AED,UAE,2026-08-12 07:25:20
SO000002825,CUST0004649,MAT000831,2024-06-19,18.0,351.73,6331.14,5,Pending,USD,Singapore,2026-08-12 14:25:20
SO000002826,CUST0007630,MAT000248,2025-11-26,15.0,598.65,8979.75,0,Completed,USD,USA,2026-08-11 19:25:20
SO000002827,CUST0005463,MAT001123,2026-02-01,18.0,635.46,11438.28,10,Completed,GBP,Australia,2026-08-11 15:25:20
SO000002828,CUST0002972,MAT000543,2023-01-18,5.0,582.28,2911.4,15,Pending,USD,Japan,2026-08-11 20:25:20
SO000002829,CUST0000371,MAT000872,2026-02-04,3.0,538.53,1615.59,0,Completed,USD,Australia,2026-08-11 20:25:20
SO000002830,CUST0007956,MAT000787,2023-10-27,5.0,726.09,3630.45,0,Shipped,USD,UK,2026-08-11 12:25:20
SO000002831,CUST0003513,MAT000684,2025-01-15,14.0,593.11,8303.54,0,Completed,USD,China,2026-08-12 14:25:20
SO000002832,CUST0006720,MAT000470,2024-11-23,22.0,751.59,16534.98,0,Pending,JPY,UK,2026-08-12 04:25:20
SO000002833,CUST0002299,MAT001126,2024-08-30,15.0,574.83,8622.45,10,Shipped,USD,South Africa,2026-08-12 07:25:20
SO000002834,CUST0004744,MAT000544,2024-07-23,13.0,147.28,1914.64,0,Completed,USD,India,2026-08-12 17:25:20
SO000002835,CUST0003433,MAT001025,2024-08-10,10.0,281.95,2819.5,5,Shipped,USD,Mexico,2026-08-11 20:25:20
SO000002836,CUST0004009,MAT000630,2023-01-10,20.0,300.67,6013.4,15,Completed,USD,USA,2026-08-12 14:25:20
SO000002837,CUST0005209,MAT001039,2025-07-21,21.0,89.05,1870.05,0,Completed,JPY,China,2026-08-11 18:25:20
SO000002838,CUST0000533,MAT000221,2023-02-22,14.0,624.61,8744.54,0,Completed,INR,UK,2026-08-11 18:25:20
SO000002839,CUST0001593,MAT000297,2024-12-31,22.0,537.62,11827.64,20,Completed,EUR,Saudi Arabia,2026-08-11 22:25:20
SO000002840,CUST0007398,MAT001045,2023-02-02,2.0,532.83,1065.66,20,Completed,INR,Canada,2026-08-12 09:25:20
SO000002841,CUST0004302,MAT000616,2026-01-13,21.0,433.27,9098.67,10,Completed,EUR,Singapore,2026-08-12 08:25:20
SO000002842,CUST0002148,MAT000151,2023-05-20,6.0,491.1,2946.6,0,Returned,USD,UK,2026-08-11 23:25:20
SO000002843,CUST0003369,MAT000122,2025-05-19,25.0,12.24,306.0,10,Completed,GBP,UK,2026-08-11 17:25:20
SO000002844,CUST0005988,MAT000246,2025-08-28,23.0,91.14,2096.22,0,Shipped,EUR,Singapore,2026-08-12 14:25:20
SO000002845,CUST0005633,MAT000159,2026-02-17,,616.6,8632.4,5,Completed,AED,Germany,2026-08-11 17:25:20
SO000002846,CUST0007316,MAT001189,2025-04-12,16.0,239.01,3824.16,0,Completed,USD,Mexico,2026-08-12 07:25:20
SO000002847,CUST0004791,MAT000596,2026-02-13,13.0,101.58,1320.54,0,Completed,USD,Australia,2026-08-11 21:25:20
SO000002848,CUST0004337,MAT000716,2024-11-15,19.0,299.15,5683.85,15,Completed,USD,Singapore,2026-08-11 13:25:20
