product_id,product_name,category,unit_cost,unit_price,weight_kg,active_flag,created_date
MAT000641,HOME-NAH-641,Home & Garden,71.25,130.99,16.88,Y,2025-06-03
MAT000642,SPOR-AUQ-642,Sports,329.49,788.44,37.87,Y,2018-07-17
MAT000643,HOME-ICT-643,Home & Garden,84.73,130.51,32.47,Y,2015-04-13
MAT000644,HOME-PRH-644,Home & Garden,259.62,464.45,28.44,Y,2023-07-29
MAT000645,HOME-XJI-645,Home & Garden,301.36,741.93,23.38,Y,2021-08-02
MAT000646,BOOK-MPM-646,Books,233.52,445.01,32.35,Y,2017-03-10
MAT000647,HOME-RYH-647,Home & Garden,306.72,626.07,38.86,Y,2020-05-23
MAT000648,BOOK-IXZ-648,Books,309.58,524.54,27.67,Y,2026-03-21
MAT000649,BEAU-OQP-649,Beauty,330.07,402.03,18.72,Y,2016-06-29
MAT000650,TOYS-PFJ-650,Toys,371.71,687.2,31.2,Y,2022-08-15
MAT000651,HOME-DSQ-651,Home & Garden,225.99,560.08,11.75,Y,2017-11-28
MAT000652,ELEC-OBO-652,Electronics,46.97,82.62,21.69,Y,2021-10-09
MAT000653,FURN-LTD-653,Furniture,175.2,265.42,26.9,Y,2024-06-29
MAT000654,GROC-FWO-654,Grocery,189.19,382.31,31.17,Y,2017-02-27
MAT000655,ELEC-IAR-655,Electronics,380.74,642.65,22.74,Y,2023-09-26
MAT000656,APPA-QLQ-656,Apparel,225.38,525.6,35.16,Y,2015-08-18
MAT000657,SPOR-QJN-657,Sports,172.53,227.61,6.74,Y,2021-07-10
MAT000658,SPOR-PHC-658,Sports,184.13,356.02,26.29,Y,2018-08-27
MAT000659,ELEC-RXV-659,Electronics,166.35,343.97,37.51,Y,2019-03-12
MAT000660,BOOK-QYI-660,Books,326.36,458.91,23.21,Y,2025-06-08
MAT000661,BOOK-LIA-661,Books,271.41,632.9,14.04,Y,2017-09-05
MAT000662,SPOR-ZDB-662,Sports,212.05,419.49,21.0,Y,2023-04-17
MAT000663,AUTO-TZZ-663,Automotive,359.79,450.64,22.56,Y,2023-07-03
MAT000664,ELEC-ZRC-664,Electronics,61.71,99.34,26.48,Y,2021-03-07
MAT000665,APPA-FJC-665,Apparel,79.55,127.4,28.14,Y,2020-11-20
MAT000666,BOOK-FWI-666,Books,325.75,429.45,23.11,Y,2023-01-28
MAT000667,FURN-VNE-667,Furniture,74.48,113.8,18.4,Y,2016-05-19
MAT000668,TOYS-PWX-668,Toys,55.56,138.44,6.66,Y,2017-06-23
MAT000669,SPOR-KRX-669,Sports,390.88,890.73,39.78,Y,2024-10-03
MAT000670,ELEC-WQM-670,Electronics,214.9,107.45,38.3,Y,2015-03-30
MAT000671,HOME-SJC-671,Home & Garden,87.27,159.12,2.45,Y,2020-10-21
MAT000672,SPOR-ZSJ-672,Sports,310.74,607.75,8.2,Y,2025-07-11
MAT000673,GROC-SPW-673,Grocery,399.15,498.32,32.26,Y,2024-06-28
MAT000674,GROC-FJW-674,Grocery,14.3,29.37,3.2,Y,2021-01-09
MAT000675,FURN-SGO-675,Furniture,126.36,270.22,11.25,Y,2026-03-03
MAT000676,ELEC-CNQ-676,Electronics,256.08,611.99,2.03,Y,2016-12-17
MAT000677,APPA-SGM-677,Apparel,405.73,521.3,5.12,Y,2018-08-02
MAT000678,GROC-FGE-678,Grocery,60.54,150.89,7.25,Y,2024-12-01
MAT000679,ELEC-RWT-679,Electronics,448.48,1115.91,15.38,Y,2026-04-15
MAT000680,AUTO-UKG-680,Automotive,315.89,699.01,15.74,Y,2015-12-02
MAT000681,BOOK-SEY-681,Books,81.75,144.2,30.89,Y,2016-02-18
MAT000682,BOOK-YEB-682,Books,390.6,585.78,7.04,Y,2021-08-03
MAT000683,GROC-WCM-683,Grocery,460.36,578.76,29.4,Y,2017-03-14
MAT000684,TOYS-WPM-684,Toys,24.16,55.31,36.22,Y,2015-10-09
MAT000685,BEAU-ZRI-685,Beauty,149.41,193.65,19.25,Y,2015-05-20
MAT000686,ELEC-SWE-686,Electronics,149.93,261.22,26.62,Y,2017-12-26
MAT000687,BEAU-TMS-687,Beauty,105.7,175.89,31.31,Y,2020-01-03
MAT000688,APPA-GMH-688,Apparel,322.24,523.37,26.59,Y,2020-01-11
MAT000689,ELEC-VTM-689,Electronics,382.89,754.38,9.62,Y,2017-01-14
MAT000690,AUTO-FGJ-690,Automotive,1.12,2.51,32.91,Y,2024-02-29
MAT000691,BOOK-EEC-691,Books,349.1,453.67,23.43,Y,2018-07-01
MAT000692,FURN-YRQ-692,Furniture,410.69,700.87,7.96,Y,2021-06-15
MAT000693,TOYS-ECY-693,Toys,294.23,147.115,2.0,Y,2016-03-14
MAT000694,TOYS-ENY-694,Toys,298.88,608.56,24.11,Y,2021-01-03
MAT000695,ELEC-LUJ-695,Electronics,325.37,657.5,5.26,Y,2022-07-30
MAT000696,GROC-KVD-696,Grocery,118.23,237.01,0.76,Y,2020-07-01
MAT000697,SPOR-BWC-697,Sports,317.74,656.13,9.61,Y,2023-06-16
MAT000698,BOOK-XZW-698,Books,299.47,567.29,10.46,Y,2015-08-10
MAT000699,FURN-DOV-699,Furniture,232.02,552.79,17.09,Y,2026-05-30
MAT000700,FURN-YGH-700,Furniture,315.29,392.84,3.16,Y,2021-03-27
MAT000701,FURN-LJM-701,Furniture,41.57,91.94,14.04,Y,2016-03-27
MAT000702,BEAU-MUH-702,Beauty,114.58,248.81,6.84,Y,2017-06-01
MAT000703,AUTO-VKO-703,Automotive,124.0,218.27,13.29,Y,2020-11-23
MAT000704,TOYS-IWH-704,Toys,293.11,480.46,15.75,Y,2023-02-22
MAT000705,AUTO-IBH-705,Automotive,431.58,1014.17,33.12,Y,2022-02-10
MAT000706,HOME-SNN-706,Home & Garden,432.55,839.43,25.87,Y,2023-11-01
MAT000707,BEAU-JWX-707,Beauty,279.03,619.8,22.06,Y,2015-07-23
MAT000708,BEAU-GCY-708,Beauty,56.43,127.11,30.44,Y,2016-09-18
MAT000709,GROC-YCU-709,Grocery,410.33,593.98,10.9,Y,2026-03-13
MAT000710,SPOR-GFF-710,Sports,148.58,276.43,5.4,Y,2017-12-21
MAT000711,AUTO-TZG-711,Automotive,193.31,277.75,10.63,Y,2020-10-09
MAT000712,APPA-EIT-712,Apparel,353.49,817.01,0.97,Y,2019-07-26
MAT000713,BOOK-RHC-713,Books,283.38,353.34,3.46,Y,2018-01-30
MAT000714,HOME-FWL-714,,352.84,760.83,32.57,Y,2024-12-20
MAT000715,BEAU-XPI-715,Beauty,237.65,550.81,6.72,Y,2016-02-08
MAT000716,ELEC-WGG-716,Electronics,125.61,172.7,31.91,Y,2025-12-24
MAT000717,AUTO-FYE-717,Automotive,115.11,161.4,24.94,N,2022-08-29
MAT000718,BOOK-EQJ-718,Books,39.46,49.66,4.31,Y,2019-01-08
MAT000719,TOYS-YEC-719,Toys,1.12,2.36,22.51,Y,2023-04-16
MAT000720,APPA-SOJ-720,Apparel,105.73,158.9,32.45,Y,2026-07-28
MAT000721,APPA-NXU-721,Apparel,251.41,529.99,18.14,Y,2021-01-23
MAT000722,HOME-OMX-722,Home & Garden,119.62,294.45,22.65,Y,2021-05-26
MAT000723,HOME-UAG-723,Home & Garden,66.36,114.66,13.21,Y,2022-02-27
MAT000724,SPOR-EIE-724,Sports,107.83,260.24,35.24,Y,2025-03-06
MAT000725,APPA-TLQ-725,Apparel,100.37,166.39,30.5,Y,2019-11-03
MAT000726,HOME-HHF-726,Home & Garden,105.04,206.83,28.01,Y,2015-09-19
MAT000727,ELEC-PCT-727,Electronics,327.33,693.39,28.28,Y,2020-01-17
MAT000728,APPA-JFH-728,Apparel,482.44,796.24,35.15,Y,2026-07-27
MAT000729,AUTO-TEG-729,Automotive,11.88,18.71,1.99,Y,2015-08-21
MAT000730,AUTO-DDX-730,Automotive,325.95,433.85,33.84,Y,2026-02-13
MAT000731,FURN-VYL-731,Furniture,323.65,400.5,28.61,Y,2016-10-01
MAT000732,ELEC-DWO-732,Electronics,431.16,887.96,1.27,Y,2019-01-07
MAT000733,AUTO-TZH-733,Automotive,429.1,923.51,15.17,Y,2018-12-16
MAT000734,ELEC-LOQ-734,Electronics,164.99,300.9,34.69,Y,2018-03-20
MAT000735,BOOK-FCU-735,Books,126.78,168.78,34.59,Y,2026-05-14
MAT000736,FURN-JLJ-736,Furniture,14.12,33.67,12.26,Y,2017-05-23
MAT000737,BOOK-BJH-737,Books,254.6,349.31,36.1,Y,2018-03-25
MAT000738,AUTO-LBR-738,Automotive,375.17,900.93,27.35,Y,2017-03-08
MAT000739,TOYS-DVJ-739,Toys,93.16,149.13,19.5,Y,2015-10-03
MAT000740,ELEC-FWT-740,Electronics,304.02,730.98,15.39,Y,2022-01-01
MAT000741,GROC-PYM-741,Grocery,351.83,861.74,6.14,Y,2021-01-21
MAT000742,AUTO-ZVC-742,Automotive,431.49,753.78,29.31,Y,2021-01-16
MAT000743,SPOR-NWF-743,Sports,147.48,241.01,1.13,Y,2018-12-15
MAT000744,APPA-EUN-744,Apparel,485.73,1096.53,3.8,Y,2019-05-06
MAT000745,AUTO-ZIC-745,Automotive,499.75,992.77,34.16,Y,2015-09-14
MAT000746,GROC-YSB-746,Grocery,34.26,58.46,26.8,Y,2020-03-19
MAT000747,AUTO-AAU-747,Automotive,54.11,99.32,17.73,Y,2018-11-29
MAT000748,SPOR-EZO-748,Sports,108.8,173.03,38.69,Y,2023-10-28
MAT000749,SPOR-YTR-749,Sports,145.04,214.29,21.47,Y,2019-12-29
MAT000750,APPA-LCJ-750,Apparel,335.81,719.51,30.18,Y,2016-03-14
MAT000751,GROC-KFZ-751,Grocery,19.38,33.18,30.97,Y,2021-04-30
MAT000752,HOME-VFE-752,Home & Garden,452.52,897.28,2.14,N,2024-10-19
MAT000753,TOYS-LJV-753,Toys,198.93,257.91,29.95,Y,2025-10-22
MAT000754,TOYS-BHL-754,Toys,32.69,47.12,16.71,Y,2022-12-23
MAT000755,SPOR-YTH-755,Sports,231.86,400.75,18.56,Y,2015-12-21
MAT000756,SPOR-PLZ-756,Sports,356.91,599.63,21.93,Y,2021-06-25
MAT000757,FURN-LBH-757,Furniture,152.38,252.91,24.57,Y,2023-12-06
MAT000758,ELEC-SEW-758,Electronics,245.76,525.91,22.44,Y,2025-11-23
MAT000759,GROC-BLD-759,Grocery,401.98,714.09,19.67,Y,2022-09-12
MAT000760,GROC-XOJ-760,Grocery,335.32,498.83,15.47,Y,2017-02-24
MAT000761,SPOR-HEA-761,Sports,312.8,387.1,17.51,Y,2020-11-09
MAT000762,GROC-VMZ-762,Grocery,299.83,736.86,35.09,Y,2024-04-29
MAT000763,BOOK-AUG-763,Books,141.09,262.34,2.3,Y,2023-04-13
MAT000764,SPOR-ZQY-764,Sports,121.14,267.39,4.98,Y,2022-03-12
MAT000765,BEAU-QLT-765,Beauty,129.59,314.55,32.96,Y,2025-11-01
MAT000766,BEAU-DTX-766,Beauty,391.13,908.96,30.0,Y,2016-04-18
MAT000767,BEAU-FNU-767,Beauty,61.17,114.48,17.8,Y,2026-07-21
MAT000768,BEAU-PMR-768,Beauty,156.26,356.94,18.59,Y,2025-02-28
MAT000769,BOOK-WWX-769,Books,31.09,48.42,9.18,Y,2019-01-25
MAT000770,SPOR-GTC-770,Sports,443.85,906.2,22.44,Y,2024-01-24
MAT000771,AUTO-NUX-771,Automotive,253.82,519.1,30.21,Y,2017-06-06
MAT000772,APPA-VXX-772,Apparel,277.64,671.83,39.07,Y,2018-07-24
MAT000773,BEAU-KBS-773,Beauty,497.68,1030.3,37.31,Y,2018-06-18
MAT000774,AUTO-IFX-774,Automotive,202.84,470.08,36.37,Y,2015-03-11
MAT000775,HOME-SQU-775,Home & Garden,452.17,1030.99,16.29,Y,2023-08-26
MAT000776,GROC-IUO-776,Grocery,80.29,131.21,30.7,Y,2025-02-23
MAT000777,ELEC-JVB-777,Electronics,117.21,213.53,22.64,Y,2023-06-10
MAT000778,APPA-FQB-778,Apparel,302.33,730.56,26.48,Y,2024-02-20
MAT000779,BEAU-UCY-779,Beauty,393.36,769.59,33.35,Y,2021-06-25
MAT000780,APPA-RFM-780,Apparel,132.57,195.25,37.06,Y,2015-04-27
MAT000781,TOYS-OSD-781,Toys,347.05,719.43,18.72,Y,2020-12-20
MAT000782,ELEC-BCC-782,Electronics,188.97,363.28,4.87,Y,2015-10-05
MAT000783,GROC-YMQ-783,Grocery,227.9,408.39,21.56,Y,2020-12-06
MAT000784,TOYS-VPO-784,Toys,317.71,776.65,26.1,Y,2020-04-01
MAT000785,AUTO-FQZ-785,Automotive,441.98,850.01,25.1,Y,2018-03-19
MAT000786,AUTO-IEI-786,Automotive,35.85,49.23,23.21,Y,2016-11-21
MAT000787,ELEC-AKP-787,Electronics,198.46,444.24,21.75,Y,2024-12-04
MAT000788,AUTO-HAR-788,Automotive,441.26,1087.28,5.95,Y,2026-07-09
MAT000789,GROC-DQR-789,Grocery,198.02,408.81,12.25,Y,2016-08-07
MAT000790,BOOK-ACN-790,Books,134.25,303.12,39.22,Y,2020-06-19
MAT000791,AUTO-BMV-791,Automotive,387.13,728.11,17.73,Y,2018-05-11
MAT000792,HOME-DDS-792,Home & Garden,270.28,486.96,20.14,Y,2019-11-23
MAT000793,FURN-BCT-793,Furniture,102.52,243.47,30.19,Y,2016-09-19
MAT000794,BOOK-XTO-794,Books,340.81,829.84,11.41,Y,2017-07-05
MAT000795,ELEC-UXL-795,Electronics,41.5,94.37,39.94,Y,2025-09-11
MAT000796,APPA-BZH-796,Apparel,289.64,369.71,31.23,Y,2016-10-30
MAT000797,TOYS-FED-797,Toys,37.8,71.9,11.14,Y,2017-07-07
MAT000798,FURN-JUX-798,Furniture,457.6,817.61,35.94,Y,2022-05-22
MAT000799,BOOK-QDL-799,Books,150.24,255.94,37.89,Y,2025-11-14
MAT000800,ELEC-WEI-800,Electronics,101.46,198.06,15.57,Y,2023-10-04
MAT000801,SPOR-IZS-801,Sports,387.31,529.87,17.52,Y,2018-07-07
MAT000802,APPA-VRU-802,Apparel,349.77,604.79,2.39,Y,2020-11-27
MAT000803,BOOK-BSY-803,Books,352.85,654.24,0.5,Y,2022-05-16
MAT000804,ELEC-ZED-804,Electronics,306.72,734.85,4.49,Y,2018-02-07
MAT000805,TOYS-FZE-805,Toys,295.74,635.03,2.88,Y,2025-05-20
MAT000806,SPOR-HLY-806,Sports,12.29,22.16,31.66,Y,2019-05-11
MAT000807,HOME-AAC-807,Home & Garden,81.2,185.76,26.28,Y,2017-12-03
MAT000808,ELEC-GUK-808,Electronics,166.75,311.92,38.62,Y,2025-05-14
MAT000809,BEAU-HWE-809,Beauty,109.0,201.58,25.0,Y,2015-03-31
MAT000810,AUTO-XPB-810,Automotive,69.87,87.8,0.59,Y,2021-09-17
MAT000811,FURN-LAP-811,Furniture,163.02,211.3,32.16,Y,2023-10-12
MAT000812,AUTO-TLO-812,Automotive,498.66,638.13,17.34,Y,2018-07-07
MAT000813,FURN-WYI-813,Furniture,13.84,19.02,12.95,Y,2016-07-28
MAT000814,ELEC-GSD-814,Electronics,197.46,478.19,15.86,Y,2022-05-08
MAT000815,BEAU-ZZQ-815,,248.64,377.75,0.05,Y,2021-10-31
MAT000816,TOYS-IMY-816,Toys,449.77,587.5,38.57,Y,2025-02-05
MAT000817,APPA-IGM-817,Apparel,66.29,131.67,39.98,Y,2019-10-02
MAT000818,HOME-NWU-818,Home & Garden,70.09,122.74,31.23,Y,2018-11-22
MAT000819,AUTO-TLI-819,Automotive,17.06,35.77,3.26,Y,2021-06-29
MAT000820,HOME-MHP-820,Home & Garden,119.02,167.59,36.3,Y,2024-08-10
MAT000821,BEAU-IHB-821,Beauty,91.05,114.05,23.53,Y,2015-09-04
MAT000822,ELEC-ECH-822,Electronics,173.74,300.12,4.81,Y,2022-04-27
MAT000823,FURN-HXF-823,Furniture,374.37,742.01,14.6,N,2018-11-11
MAT000824,GROC-DGU-824,Grocery,86.62,170.77,31.15,Y,2020-06-27
MAT000825,GROC-JKV-825,Grocery,156.89,193.54,8.61,N,2024-04-25
MAT000826,SPOR-URH-826,Sports,341.52,848.96,0.58,Y,2018-05-03
MAT000827,ELEC-ZZV-827,Electronics,153.77,196.92,12.69,Y,2015-01-06
MAT000828,APPA-FVM-828,Apparel,203.55,487.93,3.27,Y,2016-09-30
MAT000829,SPOR-RMA-829,Sports,388.79,666.46,32.46,Y,2016-12-31
MAT000830,APPA-YJU-830,Apparel,257.19,128.595,37.85,Y,2023-07-14
MAT000831,HOME-FJP-831,Home & Garden,42.28,83.59,35.11,Y,2016-08-23
MAT000832,APPA-JMS-832,Apparel,40.81,78.36,32.98,Y,2015-11-16
MAT000833,FURN-UJX-833,Furniture,493.18,1056.21,11.17,Y,2023-03-04
MAT000834,ELEC-JLT-834,Electronics,350.09,741.31,28.01,Y,2018-01-28
MAT000835,APPA-WJB-835,Apparel,427.28,561.27,4.38,N,2017-01-27
MAT000836,ELEC-APG-836,Electronics,320.67,782.45,18.66,Y,2015-10-18
MAT000837,HOME-LFT-837,Home & Garden,480.32,1162.14,36.12,Y,2022-07-14
MAT000838,TOYS-ODQ-838,Toys,455.02,1077.4,32.8,Y,2015-03-11
MAT000839,BOOK-EWY-839,Books,347.79,428.38,5.33,Y,2024-12-26
MAT000840,TOYS-TSC-840,Toys,67.98,83.66,4.71,Y,2016-10-10
MAT000841,ELEC-LFP-841,Electronics,459.95,948.85,12.52,Y,2025-09-02
MAT000842,APPA-HGZ-842,Apparel,396.89,728.25,5.73,Y,2021-07-18
MAT000843,HOME-PAJ-843,Home & Garden,442.37,725.6,27.97,N,2020-10-08
MAT000844,TOYS-XHF-844,Toys,146.01,270.13,32.66,Y,2026-05-10
MAT000845,APPA-KHS-845,Apparel,79.23,195.73,2.86,Y,2022-01-07
MAT000846,BEAU-WJH-846,Beauty,267.47,133.735,37.83,Y,2020-07-09
MAT000847,BOOK-UHW-847,Books,116.82,162.05,28.99,Y,2026-05-26
MAT000848,FURN-MVQ-848,Furniture,21.94,40.17,31.86,Y,2025-04-11
MAT000849,FURN-OPE-849,Furniture,280.57,405.26,19.51,Y,2021-06-15
MAT000850,SPOR-IHS-850,Sports,460.72,922.54,28.87,N,2018-05-25
MAT000851,APPA-ACQ-851,Apparel,168.8,243.92,10.26,Y,2017-08-28
MAT000852,APPA-TVL-852,Apparel,267.06,417.76,21.7,Y,2021-04-10
MAT000853,SPOR-FTQ-853,Sports,354.19,763.18,6.63,Y,2024-11-14
MAT000854,FURN-OJD-854,Furniture,375.46,778.89,0.53,Y,2018-12-18
MAT000855,GROC-GIG-855,Grocery,30.38,61.98,15.38,Y,2015-03-10
MAT000856,ELEC-TQD-856,Electronics,73.91,92.96,6.42,Y,2022-11-17
MAT000857,GROC-PWE-857,Grocery,478.8,1027.43,21.13,Y,2023-12-24
MAT000858,GROC-LVR-858,Grocery,470.83,943.94,29.04,Y,2018-12-10
MAT000859,SPOR-EJS-859,Sports,142.04,279.2,5.78,Y,2015-09-19
MAT000860,APPA-FCV-860,Apparel,202.84,252.17,8.7,Y,2022-11-15
MAT000861,APPA-MRJ-861,Apparel,38.36,65.37,33.73,Y,2018-03-09
MAT000862,BEAU-VQD-862,Beauty,189.59,432.48,26.28,Y,2024-08-13
MAT000863,FURN-IFM-863,Furniture,255.26,384.92,36.89,Y,2016-07-26
MAT000864,AUTO-YGY-864,Automotive,28.05,58.78,24.87,Y,2019-11-03
MAT000865,SPOR-XRR-865,Sports,221.08,334.37,17.26,Y,2016-04-07
MAT000866,SPOR-UHX-866,Sports,436.51,998.65,37.66,Y,2018-11-27
MAT000867,SPOR-LSM-867,Sports,154.59,263.3,-1.0,Y,2021-04-17
MAT000868,GROC-RFD-868,Grocery,471.53,767.75,16.2,Y,2018-06-17
MAT000869,ELEC-QQY-869,Electronics,453.99,855.58,22.67,Y,2025-09-01
MAT000870,BOOK-HRM-870,Books,88.94,164.38,36.73,Y,2022-01-20
MAT000871,GROC-KLD-871,Grocery,279.8,428.56,1.3,Y,2024-11-10
MAT000872,SPOR-AJQ-872,Sports,168.81,328.23,1.75,Y,2017-11-18
MAT000873,BOOK-IWK-873,Books,305.29,574.08,31.35,Y,2021-03-05
MAT000874,BEAU-CHO-874,Beauty,15.42,34.16,20.86,Y,2016-11-17
MAT000875,APPA-ITS-875,Apparel,185.89,456.36,6.45,Y,2015-08-22
MAT000876,HOME-KVC-876,Home & Garden,271.12,438.48,21.12,Y,2015-03-22
MAT000877,GROC-TKE-877,Grocery,276.59,364.07,26.46,Y,2017-09-29
MAT000878,BOOK-IEP-878,Books,317.61,698.84,3.67,Y,2022-12-10
MAT000879,TOYS-CSB-879,Toys,149.33,305.4,5.51,Y,2020-05-23
MAT000880,FURN-NLQ-880,Furniture,339.12,432.97,13.43,Y,2021-06-26
MAT000881,SPOR-YIW-881,Sports,423.51,934.51,25.81,Y,2025-05-30
MAT000882,BEAU-UVT-882,Beauty,435.36,923.86,20.8,N,2025-12-17
MAT000883,AUTO-XDX-883,Automotive,489.88,1030.37,24.07,Y,2022-10-08
MAT000884,APPA-NCG-884,Apparel,205.03,486.56,11.86,Y,2023-03-25
MAT000885,GROC-WYG-885,Grocery,5.6,8.15,4.43,Y,2015-11-22
MAT000886,SPOR-LJR-886,Sports,160.18,364.19,26.08,Y,2024-01-22
MAT000887,ELEC-LBV-887,Electronics,85.32,189.88,20.19,Y,2015-07-10
MAT000888,AUTO-SJL-888,Automotive,256.84,429.11,34.59,N,2023-01-04
MAT000889,ELEC-NJD-889,Electronics,159.85,211.38,12.14,Y,2016-01-23
MAT000890,TOYS-NKI-890,Toys,357.96,735.56,7.56,Y,2019-09-10
MAT000891,HOME-KZM-891,Home & Garden,56.78,116.92,27.07,Y,2020-10-28
MAT000892,APPA-EHR-892,Apparel,183.71,421.73,39.13,Y,2019-05-21
MAT000893,FURN-LHV-893,Furniture,103.62,202.08,0.26,Y,2023-09-12
MAT000894,ELEC-AWO-894,Electronics,356.81,620.34,7.77,Y,2015-03-05
MAT000895,BOOK-MKF-895,Books,376.36,848.26,4.49,Y,2017-09-24
MAT000896,FURN-FRQ-896,,21.46,35.07,25.06,Y,2016-10-27
MAT000897,FURN-CPU-897,Furniture,396.92,758.07,23.25,Y,2017-05-16
MAT000898,FURN-NWD-898,Furniture,400.13,755.24,24.47,Y,2015-01-23
MAT000899,APPA-WYM-899,Apparel,258.59,606.29,9.46,Y,2024-06-10
MAT000900,ELEC-CAN-900,Electronics,132.73,181.36,32.79,Y,2022-03-01
MAT000901,HOME-DDP-901,Home & Garden,206.48,341.16,39.25,Y,2017-11-20
MAT000902,BOOK-PEC-902,Books,463.47,1141.8,5.73,Y,2024-01-21
MAT000903,TOYS-ITM-903,Toys,445.73,725.35,0.56,Y,2016-09-28
MAT000904,GROC-CPU-904,Grocery,196.26,365.43,4.37,Y,2020-07-08
MAT000905,APPA-GDZ-905,Apparel,269.3,610.05,15.14,Y,2024-07-27
MAT000906,HOME-UIQ-906,Home & Garden,176.97,290.31,36.93,N,2024-06-27
MAT000907,SPOR-BWW-907,Sports,25.33,45.05,10.62,Y,2024-07-04
MAT000908,SPOR-CFC-908,Sports,447.01,592.23,16.49,Y,2017-02-22
MAT000909,SPOR-GSK-909,Sports,204.0,480.4,8.66,Y,2019-05-19
MAT000910,BEAU-DUA-910,Beauty,322.8,443.76,38.16,Y,2024-01-09
MAT000911,ELEC-SIP-911,Electronics,296.91,598.02,17.38,Y,2026-04-30
MAT000912,AUTO-IHT-912,Automotive,171.8,253.66,24.18,Y,2022-01-26
MAT000913,BEAU-SOC-913,Beauty,477.33,796.06,35.33,Y,2025-12-15
MAT000914,GROC-POE-914,Grocery,75.24,181.85,14.05,Y,2022-05-26
MAT000915,SPOR-NYY-915,Sports,190.48,343.19,28.74,Y,2015-11-24
MAT000916,SPOR-BUI-916,Sports,360.11,656.65,20.95,Y,2023-07-04
MAT000917,SPOR-BSK-917,Sports,15.98,25.5,13.87,Y,2024-08-13
MAT000918,GROC-OUH-918,Grocery,279.8,538.84,28.41,Y,2016-10-02
MAT000919,GROC-IET-919,Grocery,358.8,540.27,30.82,Y,2020-08-01
MAT000920,BEAU-WCL-920,Beauty,10.78,22.97,4.13,Y,2018-01-13
MAT000921,FURN-SZQ-921,Furniture,365.09,688.29,17.52,Y,2023-07-30
MAT000922,SPOR-KES-922,Sports,345.64,431.11,8.98,Y,2024-06-10
MAT000923,AUTO-QWX-923,Automotive,308.6,710.21,15.28,Y,2023-06-07
MAT000924,AUTO-WMG-924,Automotive,130.12,243.89,24.91,Y,2015-10-02
MAT000925,BOOK-GPX-925,Books,210.63,492.82,20.96,Y,2017-07-06
MAT000926,BOOK-ESX-926,Books,18.88,28.13,18.05,Y,2021-03-05
MAT000927,ELEC-QGT-927,Electronics,349.17,518.75,39.05,Y,2025-09-15
MAT000928,APPA-XMR-928,Apparel,159.96,302.68,0.81,Y,2016-03-10
MAT000929,GROC-CAK-929,Grocery,442.56,984.91,7.86,Y,2024-10-08
MAT000930,SPOR-CYY-930,Sports,466.69,751.65,27.7,Y,2026-05-26
MAT000931,AUTO-SQM-931,Automotive,409.67,886.19,36.71,Y,2021-10-30
MAT000932,SPOR-WQS-932,Sports,432.27,1077.65,7.35,Y,2022-12-22
MAT000933,AUTO-SMC-933,Automotive,153.08,310.31,29.34,Y,2016-12-10
MAT000934,AUTO-XPH-934,Automotive,267.77,347.06,33.67,Y,2016-03-19
MAT000935,TOYS-PXE-935,Toys,480.48,829.87,9.03,Y,2022-12-12
MAT000936,APPA-AWZ-936,Apparel,10.64,16.05,28.01,Y,2019-07-31
MAT000937,HOME-TRZ-937,Home & Garden,455.88,602.48,22.15,Y,2024-07-18
MAT000938,BOOK-ZZO-938,Books,348.07,542.74,22.82,Y,2015-05-26
MAT000939,ELEC-FYY-939,Electronics,357.91,819.27,18.13,Y,2020-02-14
MAT000940,ELEC-WXG-940,Electronics,374.18,595.81,8.56,Y,2018-10-11
MAT000941,ELEC-TZJ-941,Electronics,94.47,157.44,1.48,Y,2020-01-01
MAT000942,GROC-IVH-942,Grocery,142.21,291.23,25.93,Y,2024-10-21
MAT000943,ELEC-GZT-943,Electronics,37.7,59.33,22.8,Y,2016-08-01
MAT000944,ELEC-OUY-944,Electronics,159.96,278.87,28.53,Y,2018-09-10
MAT000945,FURN-MHI-945,Furniture,5.62,8.76,5.74,Y,2024-07-06
MAT000946,BOOK-LBS-946,Books,64.68,158.26,15.09,Y,2024-03-22
MAT000947,AUTO-JCQ-947,Automotive,264.02,568.69,1.95,Y,2022-07-09
MAT000948,BEAU-QKB-948,Beauty,121.27,276.71,34.49,Y,2020-01-31
MAT000949,APPA-IFR-949,Apparel,187.1,315.7,30.29,Y,2019-04-16
MAT000950,BEAU-OVO-950,Beauty,148.24,200.45,10.34,Y,2023-02-19
MAT000951,GROC-ZBW-951,Grocery,194.29,246.33,19.17,Y,2015-09-19
MAT000952,BOOK-TPB-952,Books,370.26,691.6,2.92,Y,2015-08-30
MAT000953,HOME-HZL-953,Home & Garden,220.63,468.08,2.37,Y,2020-08-22
MAT000954,HOME-WUS-954,Home & Garden,30.86,51.9,7.84,Y,2019-08-03
MAT000955,BEAU-VDB-955,Beauty,467.46,914.23,11.53,Y,2024-11-12
MAT000956,APPA-UOM-956,Apparel,352.68,595.11,5.33,Y,2018-08-23
MAT000957,APPA-TUM-957,,119.38,243.01,2.12,Y,2021-08-08
MAT000958,HOME-ZQE-958,Home & Garden,137.07,201.6,8.09,Y,2017-04-28
MAT000959,AUTO-DXO-959,Automotive,341.7,776.88,28.65,Y,2022-08-22
MAT000960,APPA-XTZ-960,Apparel,323.22,772.94,2.38,Y,2025-12-30
